customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,avg_monthly_charge,is_high_value,tenure_group,num_services,churn_binary
9970-QBCDA,Female,False,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,129.55,No,21.59166666666667,False,0-12m,0,0
8718-PTMEZ,Female,False,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,347.25,Yes,26.71153846153846,False,13-24m,1,1
9496-IVVRP,Female,False,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,581.7,No,52.88181818181818,False,0-12m,1,0
2207-OBZNX,Male,False,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,354.05,Yes,50.57857142857143,False,0-12m,1,1
2657-VPXTA,Female,False,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.85,929.45,No,92.94500000000001,True,0-12m,2,0
6551-VLJMV,Male,False,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,679.0,No,19.970588235294116,False,25-48m,0,0
1221-GHZEP,Female,False,No,No,62,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,65.1,3846.75,No,62.04435483870968,False,49-72m,3,0
9289-LBQVU,Male,False,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.15,4480.7,No,70.0109375,False,49-72m,3,0
6142-VSJQO,Female,False,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,Yes,44.35,False,0-12m,0,1
3458-IDMFK,Male,False,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.75,499.4,No,19.976,False,25-48m,0,0
6933-FHBZC,Female,False,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,56.05,1553.2,No,59.73846153846154,False,25-48m,2,0
0221-NAUXK,Male,False,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.95,219.5,No,21.95,False,0-12m,0,0
9770-KXGQU,Female,False,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,98.6,5311.85,No,100.22358490566039,True,49-72m,4,0
6437-UKHMV,Female,False,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,586.05,Yes,83.72142857142856,True,0-12m,1,1
6538-POCHL,Male,False,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,No,78.0848484848485,True,25-48m,2,0
6726-NNFWD,Female,True,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,No,90.63732394366197,True,49-72m,3,0
3002-WQZWT,Female,False,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,1993.25,No,68.73275862068965,True,25-48m,0,0
4277-UDIEF,Male,False,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.0,1923.85,No,80.16041666666666,True,13-24m,4,0
1208-NBVFH,Male,False,Yes,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.6,939.8,No,46.989999999999995,False,13-24m,1,0
4912-PIGUY,Female,False,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,84.6,No,84.6,True,0-12m,1,0
1114-CENIM,Male,False,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,Yes,57.2712962962963,False,49-72m,1,1
6060-DRTNL,Female,True,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,Yes,83.11,True,0-12m,2,1
2725-TTRIQ,Female,False,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5986.55,No,83.14652777777778,True,49-72m,5,0
3374-TTZTK,Male,False,Yes,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.3,5487.0,No,105.51923076923077,True,49-72m,6,0
8990-ZXLSU,Female,False,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.05,651.5,No,72.38888888888889,False,0-12m,0,0
2275-RBYQS,Female,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,No,45.4,False,0-12m,0,0
8473-VUVJN,Male,True,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,73.65,Yes,73.65,True,0-12m,0,1
6289-CPNLD,Male,False,Yes,Yes,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,2405.05,Yes,72.88030303030304,True,25-48m,4,1
5536-SLHPM,Female,False,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,4458.15,Yes,81.05727272727272,True,49-72m,1,1
4419-UJMUS,Male,False,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,No,99.36884057971014,True,49-72m,3,0
7794-JASDG,Male,False,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.75,50.75,No,50.75,False,0-12m,1,0
7609-YBPXG,Male,False,No,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,No,87.68888888888888,True,49-72m,5,0
5519-TEEUH,Male,False,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,682.15,No,20.671212121212122,False,25-48m,0,0
7856-GANIL,Male,True,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),98.7,4525.8,No,100.57333333333334,True,25-48m,4,0
0804-XBFBV,Female,False,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05,No,29.186363636363637,False,0-12m,0,0
2676-OXPPQ,Male,False,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65,No,55.94166666666666,False,0-12m,2,0
3703-TTEPD,Male,False,No,No,21,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.35,1424.4,No,67.82857142857144,False,13-24m,3,0
2799-TSLAG,Female,False,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.3,1748.55,No,26.90076923076923,False,49-72m,0,0
0196-VULGZ,Female,True,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,Yes,79.14999999999999,True,0-12m,1,1
8837-VVWLQ,Female,False,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.95,668.4,Yes,83.55,True,0-12m,2,1
2696-NARTR,Male,False,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,926.25,Yes,84.20454545454545,True,0-12m,1,1
2208-NKVVH,Male,False,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.25,1077.95,No,25.06860465116279,False,25-48m,0,0
7614-QVWQL,Male,False,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,Yes,51.86224489795919,False,49-72m,3,1
1976-CFOCS,Female,True,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46.0,Yes,46.0,False,0-12m,0,1
4631-OACRM,Male,True,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes,77.07333333333332,True,13-24m,1,1
7139-JZFVG,Male,False,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),60.5,3694.45,No,61.57416666666666,False,49-72m,3,0
4987-GQWPO,Male,False,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.1,382.8,No,22.51764705882353,False,13-24m,0,0
3755-JBMNH,Male,True,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8,Yes,72.9875,True,13-24m,0,1
1757-TCATG,Male,False,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,No,21.335714285714285,False,25-48m,0,0
6345-ULYRW,Male,True,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,3912.9,Yes,88.92954545454546,True,25-48m,2,1
4776-XSKYQ,Female,False,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),30.25,368.85,No,30.7375,False,0-12m,1,0
8048-DSDFQ,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,20.2,False,0-12m,0,0
5753-QQWPW,Female,False,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,No,59.096428571428575,False,25-48m,3,0
6010-DDPPW,Male,False,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.15,1940.85,No,27.72642857142857,False,49-72m,0,0
1809-DMJHQ,Female,False,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,Yes,44.339999999999996,False,0-12m,0,1
6693-FRIRW,Male,False,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.3,1794.65,No,99.70277777777778,True,13-24m,4,0
6586-MYGKD,Male,False,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,No,75.56857142857143,True,49-72m,4,0
3173-NVMPX,Female,False,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,No,55.68888888888889,False,0-12m,1,0
0248-PGHBZ,Female,True,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),92.45,6140.85,No,91.65447761194031,True,49-72m,4,0
0623-GDISB,Female,False,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,No,48.45,False,0-12m,1,0
2892-GESUL,Female,False,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,309.25,No,17.180555555555557,False,13-24m,0,0
6923-EFPNL,Male,False,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes,50.275,False,0-12m,0,1
7472-EQOAV,Male,True,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),86.7,6179.35,No,87.0330985915493,True,49-72m,3,0
9574-RKJIF,Male,False,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,Yes,94.62333333333332,True,25-48m,3,1
2043-WVTQJ,Male,False,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.7,55.7,No,55.7,False,0-12m,2,0
8034-RYTVV,Female,False,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),84.25,4589.85,No,83.45181818181818,True,49-72m,2,0
3863-QSTYI,Male,False,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.65,3735.45,No,63.31271186440678,False,49-72m,3,0
2619-WFQWU,Female,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,Yes,70.15,False,0-12m,0,1
5044-LRQAQ,Female,False,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,No,68.22142857142858,False,0-12m,0,0
1716-LSAMB,Male,False,Yes,Yes,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.65,2553.7,No,56.748888888888885,False,25-48m,2,0
1333-PBMXB,Female,False,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.75,1342.15,No,24.85462962962963,False,49-72m,0,0
6546-OPBBH,Male,False,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.95,1216.35,No,23.849999999999998,False,49-72m,0,0
5985-BEHZK,Female,True,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.0,7578.05,No,105.25069444444445,True,49-72m,4,0
9127-QRZMH,Male,False,Yes,No,44,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),59.85,2603.95,No,59.18068181818182,False,25-48m,3,0
5919-VCZYM,Male,False,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,No,21.35,False,0-12m,0,0
9644-KVCNC,Female,False,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),92.15,6056.9,No,91.77121212121212,True,49-72m,2,0
2137-DQMEV,Male,False,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,44.8,2983.65,No,43.87720588235294,False,49-72m,3,0
8174-LNWMW,Female,False,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,689.35,No,22.23709677419355,False,25-48m,0,0
9279-CJEOJ,Female,True,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,No,96.43333333333332,True,13-24m,2,0
7964-VEXDG,Male,False,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,1747.2,No,83.2,True,13-24m,1,0
2404-JIBFC,Female,False,Yes,Yes,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.1,4657.95,No,84.69,True,49-72m,5,0
0778-NELLA,Male,False,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,Yes,32.900000000000006,False,0-12m,1,1
8029-XYPWT,Male,True,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.05,8016.6,No,112.90985915492958,True,49-72m,6,0
4614-NUVZD,Female,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.1,81.1,Yes,81.1,True,0-12m,1,1
4632-PAOYU,Male,False,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,433.5,No,19.704545454545453,False,13-24m,0,0
3803-KMQFW,Female,False,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.55,20.55,Yes,20.55,False,0-12m,0,1
6804-GDMOI,Female,False,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,Yes,105.38360655737705,True,49-72m,4,1
2990-OGYTD,Female,False,Yes,No,67,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.15,5883.85,No,87.81865671641792,True,49-72m,5,0
6646-JPPHA,Female,True,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.85,1043.8,No,74.55714285714285,True,13-24m,2,0
9572-MTILT,Male,False,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes,105.98135593220339,True,49-72m,5,1
7658-UYUQS,Male,True,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.55,1857.25,No,88.44047619047619,True,13-24m,2,0
7880-XSOJX,Male,False,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,42.4,146.4,No,36.6,False,0-12m,3,0
9611-CTWIH,Female,False,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,Yes,80.14999999999999,True,0-12m,2,1
4589-IUAJB,Male,False,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1724.15,No,24.630714285714287,False,49-72m,0,0
0329-GTIAJ,Female,False,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,105.10000000000001,True,0-12m,4,1
8746-BFOAJ,Male,True,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,429.55,No,20.454761904761906,False,13-24m,0,0
8457-XIGKN,Male,False,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,No,17.807499999999997,False,13-24m,0,0
6072-NUQCB,Male,False,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.25,488.25,No,22.193181818181817,False,13-24m,0,0
6629-CZTTH,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,Yes,55.7,False,0-12m,1,1
8838-GPHZP,Female,False,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.6,1298.7,No,20.614285714285714,False,49-72m,0,0
8750-QWZAJ,Female,False,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1378.75,No,19.696428571428573,False,49-72m,0,0
5364-EVNIB,Male,False,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,Yes,74.88076923076923,True,13-24m,2,1
6918-UMQCG,Female,False,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.2,384.25,No,76.85,True,0-12m,1,0
0675-NCDYU,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.4,8543.25,No,118.65625,True,49-72m,6,0
6339-DKLMK,Female,False,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65,389.95,No,29.996153846153845,False,13-24m,1,0
1346-PJWTK,Male,False,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.15,5731.85,No,93.96475409836066,True,49-72m,4,0
5088-QZLRL,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.65,20.65,No,20.65,False,0-12m,0,0
8023-QHAIO,Female,True,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75,No,76.35267857142857,True,49-72m,1,0
4397-FRLTA,Female,False,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,84.5,No,21.125,False,0-12m,0,0
3057-VJJQE,Male,False,No,No,35,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,55.25,1924.1,No,54.97428571428571,False,25-48m,1,0
5087-SUURX,Female,False,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes,37.21388888888889,False,13-24m,2,1
2302-OUZXB,Male,False,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),82.15,5784.3,No,80.3375,True,49-72m,4,0
8133-ANHHJ,Female,True,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),103.0,5166.2,No,105.43265306122449,True,49-72m,5,0
2270-CHBFN,Female,False,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.1,4060.55,No,92.28522727272728,True,25-48m,4,0
0013-EXCHZ,Female,True,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,Yes,89.13333333333333,True,0-12m,2,1
5982-FPVQN,Female,False,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,3532.85,No,95.48243243243243,True,25-48m,3,0
9107-UKCKY,Male,False,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.8,4914.8,No,80.57049180327868,True,49-72m,4,0
4654-ULTTN,Male,False,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,No,75.94,True,49-72m,4,0
5550-VFRLC,Female,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,69.85,False,0-12m,0,1
5546-BYZSM,Female,False,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.45,775.6,No,18.917073170731708,False,25-48m,0,0
1492-KGETH,Male,False,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),78.35,5445.95,No,77.79928571428572,True,49-72m,5,0
4929-BSTRX,Female,False,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,53.55,False,0-12m,1,1
4163-HFTUK,Male,False,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.1,1007.8,No,19.76078431372549,False,49-72m,0,0
8215-NGSPE,Female,False,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,833.55,No,19.84642857142857,False,25-48m,0,0
2225-ZRGSG,Female,False,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes,93.98642857142858,True,49-72m,4,1
